date,region,cumulative (confirmed + probable + suspects),fatality rate for confirmed and probables,new admits to cte so far,new cases of confirmed,new cases of confirmed among health workers,new cases of probables,new cases of suspects,new contacts registered so far,new deaths registered,new deaths registered among health workers,new deaths registered today,new deaths registered today (confirmed),new deaths registered today (probables),new deaths registered today (suspects),number of confirmed cases among health workers,number of contacts followed today,number of contacts followed yesterday,number of contacts lost to follow up,number of contacts out of the track 21 days,number of contacts out of track,number of contacts to follow today,number of death of confirmed cases among health workers,number of deaths of confirmed cases among health workers,number of deaths of probables cases among health workers,number of female confirmed cases,number of female probables cases,number of female suspects cases,number of male confirmed cases,number of male probables cases,number of male suspects cases,number of patients tested,number of probables cases among health workers,number of samples collected,number of samples collected today,number of samples under test,number of suspects cases among health workers,total pec center today,total pec center today (confirmed),total pec center today (probables),total pec center today (suspects),total case of confirmed among health workers,total cases of confirmed,total cases of probables,total cases of suspects,total contacts registered from start date,total deaths (confirmed + probables + suspects),total deaths of confirmed,total deaths of probables,total deaths of suspects,total deaths registered among health workers,total new cases registered so far,total number of admissions to cte,total number of exits from cte,total number of female cases,total number of hospitalized cases in cte,total number of male cases,total of cured in confirmed cases in cte,total of deaths in confirmed cases in cte,total samples tested,total suspected non-class cases,$deaths,$new_cases
2014-08-31,conakry,128,0.43,9,1,0,,1,0,,0,,,,,,253,,0,1727,,253,,,,,,,,,,,,,17,0,,,,,,24,110.0,8,10,1986,55,45.0,8,2,11,2,356,1,,35,,,,817,228,0.0,1.0
2014-08-31,coyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,dabola,4,1.0,0,,0,,,0,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-08-31,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,dinguiraye,1,1.0,0,,0,,,0,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-08-31,dubreka,21,0.14,0,4,0,,,0,,0,,,,,,154,,3,0,,157,,,,,,,,,,,,,,,,,,,,4,18.0,0,3,157,3,3.0,0,0,0,4,0,0,,0,,,,,4,1.0,5.0
2014-08-31,forecariah,7,0.43,0,,0,,,0,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,5.0,0,2,0,3,3.0,0,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-08-31,gueckedou,329,0.85,17,3,0,8,2,0,,0,,,,,,221,,0,3116,,223,,,,,,,,,,,,,66,0,,,,,,8,214.0,110,5,3418,279,169.0,110,0,6,13,703,9,,64,,,,1124,244,0.0,3.0
2014-08-31,kerouane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,kissidougou,7,0.86,0,,0,,,0,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-08-31,kouroussa,4,1.0,0,,0,,,0,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-08-31,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,macenta,161,0.57,0,20,0,,6,0,3,0,,,,,,293,,64,434,,357,,,,,,,,,,,,,0,0,,,,,,8,137.0,11,13,680,92,81.0,11,0,6,26,0,0,,0,,,,0,85,12.0,20.0
2014-08-31,nzerekore,11,0.55,0,,0,,,0,,0,,,,,,77,,2,116,,79,,,,,,,,,,,,,,,,,,,,1,10.0,1,0,195,6,5.0,1,0,1,0,0,0,,0,,,,,7,0.0,0.0
2014-08-31,pita,8,0.5,0,1,0,,,0,,0,,,,,,92,,5,40,,97,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,137,4,3.0,1,0,0,1,0,0,,0,,,,,10,0.0,1.0
2014-08-31,siguiri,6,0.5,0,,0,,,0,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,8,0.0,0.0
2014-08-31,telimele,26,0.38,0,,0,,,0,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-08-31,yomou,11,0.27,0,,0,,,0,,0,,,,,,35,,2,0,,37,,,,,,,,,,,,,,,,,,,,1,10.0,0,1,42,3,3.0,0,0,1,0,0,0,,0,,,,,3,0.0,0.0
2014-09-02,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,boffa,25,0.64,,,0,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,1,397,16,11.0,5,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-02,conakry,133,0.42,6,,0,,,,,0,,,,,,332,,0,1727,,337,,,,,,,,,,,,,12,0,,,,,,24,110.0,8,15,1986,56,46.0,8,2,11,0,368,2,,38,,,,843,228,1.0,0.0
2014-09-02,coyah,3,0.0,,,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,3.0,0,0,0,0,0.0,0,0,0,3,0,0,,0,,,,,0,0.0,3.0
2014-09-02,dabola,4,1.0,,,0,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-02,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,dinguiraye,1,1.0,,,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-02,dubreka,21,0.14,,,0,,,,,0,,,,,,154,,3,0,,157,,,,,,,,,,,,,,,,,,,,4,20.0,0,1,157,3,3.0,0,0,0,1,0,0,,0,,,,,4,0.0,2.0
2014-09-02,forecariah,7,0.43,,,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,5.0,0,2,71,3,3.0,0,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-02,gueckedou,334,0.85,23,4,0,,5,,2,0,,,,,,259,,0,3116,,259,,,,,,,,,,,,,19,0,,,,,,8,219.0,110,5,3497,283,173.0,110,0,6,9,722,22,,67,,,,1175,244,4.0,5.0
2014-09-02,kerouane,14,0.0,,,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,9.0,0,5,0,0,0.0,0,0,0,0,0,0,,0,,,,,0,0.0,9.0
2014-09-02,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,kissidougou,7,0.86,,,0,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-02,kouroussa,4,1.0,,,0,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-02,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,macenta,174,0.57,,6,0,,6,,3,0,,,,,,645,,64,434,,829,,,,,,,,,,,,,0,0,,,,,,8,146.0,11,17,970,99,88.0,11,0,6,12,0,0,,0,,,,0,85,7.0,9.0
2014-09-02,mzerekore,11,0.55,,,0,,,,,0,,,,,,79,,2,116,,80,,,,,,,,,,,,,,,,,,,,1,10.0,1,0,196,6,5.0,1,0,1,0,0,0,,0,,,,,7,0.0,0.0
2014-09-02,pita,9,0.33,,,0,,,,,0,,,,,,92,,5,40,,97,,,,,,,,,,,,,,,,,,,,0,6.0,1,2,137,3,2.0,1,0,0,0,0,0,,0,,,,,10,0.0,0.0
2014-09-02,siguiri,6,0.5,,,0,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,8,0.0,0.0
2014-09-02,telimele,26,0.38,,,0,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-02,yomou,11,0.36,,,0,,,,,0,,,,,,32,,2,0,,35,,,,,,,,,,,,,,,,,,,,1,10.0,0,1,56,4,4.0,0,0,1,0,0,0,,0,,,,,3,1.0,0.0
2014-09-04,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,boffa,25,0.64,,,0,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,1,397,16,11.0,5,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-04,conakry,140,0.41,1,,0,,,12,,0,,,,,,365,,4,1809,,443,,,,,,,,,,,,,7,0,,,,,,24,111.0,8,21,2256,57,47.0,8,2,11,0,382,6,,31,,,,860,239,1.0,1.0
2014-09-04,coyah,4,0.0,,1,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,4.0,0,0,0,0,0.0,0,0,0,1,0,0,,0,,,,,0,0.0,1.0
2014-09-04,dabola,4,1.0,,,0,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,0,0,,,,,,0,1.0,3,0,69,4,1.0,4,0,0,0,0,0,,0,,,,0,3,0.0,0.0
2014-09-04,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,dinguiraye,1,1.0,,,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-04,dubreka,21,0.19,,,,,,,,0,,,,,,154,,0,0,,157,,,,,,,,,,,,,,,,,,,,4,20.0,0,1,157,4,4.0,0,0,0,0,0,0,,0,,,,,8,1.0,0.0
2014-09-04,forecariah,7,0.57,,,0,,,,,0,,,,,,180,,0,35,,180,,,,,,,,,,,,,,,,,,,,0,5.0,0,2,215,4,4.0,0,0,0,0,0,0,,0,,,,,7,1.0,0.0
2014-09-04,gueckedou,336,0.85,12,4,0,,1,7,1,0,,,,,,244,,1,3296,,247,,,,,,,,,,,,,51,0,,,,,,8,223.0,110,3,3543,284,174.0,110,0,6,5,755,9,,72,,,,1226,249,1.0,4.0
2014-09-04,kerouane,12,0.0,,,0,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,10.0,0,2,0,0,0.0,0,0,0,0,0,0,,0,,,,,2,0.0,1.0
2014-09-04,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,kissidougou,7,0.86,,,0,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-04,kouroussa,4,1.0,,,0,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-04,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,macenta,199,0.58,,12,0,,12,,4,0,,,,,,575,,0,357,,759,,,,,,,,,,,,,0,0,,,,,,8,169.0,12,18,1062,116,103.0,12,1,6,24,0,0,,0,,,,0,103,15.0,23.0
2014-09-04,mzerekore,11,0.55,,,,,,2,,0,,,,,,77,,0,121,,77,,,,,,,,,,,,,,,,,,,,1,10.0,1,0,198,6,5.0,1,0,1,0,0,0,,0,,,,,7,0.0,0.0
2014-09-04,pita,9,0.33,,,0,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6.0,1,2,140,3,2.0,1,0,0,0,0,0,,0,,,,,10,0.0,0.0
2014-09-04,siguiri,6,0.5,,,0,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,8,0.0,0.0
2014-09-04,telimele,26,0.38,,,0,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-04,yomou,11,0.36,,,0,,,,,0,,,,,,35,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,10.0,0,1,56,4,4.0,0,0,1,0,0,0,,0,,,,,7,0.0,0.0
2014-09-07,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-07,conakry,131,0.44,1,,2,,,,,0,,,,,,531,,0,1809,,585,,,,,,,,,,,,,5,0,,,,,,28,113.0,8,10,2297,57,47.0,8,2,13,0,396,4,,22,,,,899,246,0.0,2.0
2014-09-07,coyah,6,0.33,,,,,,,,0,,,,,,74,,0,0,,74,,,,,,,,,,,,,,,,,,,,0,5.0,0,1,74,2,2.0,0,0,0,0,0,0,,0,,,,,1,2.0,1.0
2014-09-07,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-07,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-07,dubreka,21,0.19,,,,,,,,0,,,,,,180,,0,0,,180,,,,,,,,,,,,,,,,,,,,4,21.0,0,0,180,4,4.0,0,0,0,0,0,0,,0,,,,,15,0.0,1.0
2014-09-07,forecariah,6,0.67,,,,,,,,0,,,,,,72,,0,35,,123,,,,,,,,,,,,,,,,,,,,0,6.0,0,0,123,4,4.0,0,0,0,0,0,0,,0,,,,,7,0.0,1.0
2014-09-07,gueckedou,343,0.84,17,,,,1,,1,0,,,,,,315,,0,3325,,318,,,,,,,,,,,,,28,0,,,,,,8,230.0,110,3,3643,289,179.0,110,0,6,1,774,4,,80,,,,1337,250,5.0,7.0
2014-09-07,kerouane,11,0.09,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,11.0,0,0,0,1,1.0,0,0,0,0,0,0,,0,,,,,3,1.0,1.0
2014-09-07,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,kissidougou,7,0.86,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-07,kouroussa,4,1.0,,,,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-07,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,macenta,237,0.6,32,8,,,4,,3,0,,,,,,602,,0,357,,783,,,,,,,,,,,,,0,0,,,,,,8,209.0,12,16,1078,142,128.0,12,2,6,12,32,0,,0,,,,0,118,25.0,40.0
2014-09-07,nzerekore,14,0.43,,,,,,5,,0,,,,,,58,,0,146,,58,,,,,,,,,,,,,,,,,,,,1,13.0,1,0,204,6,5.0,1,0,1,2,0,0,,0,,,,,7,0.0,3.0
2014-09-07,pita,8,0.38,,,,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,140,3,2.0,1,0,0,0,0,0,,0,,,,,12,0.0,0.0
2014-09-07,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,8,0.0,0.0
2014-09-07,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-07,yomou,12,0.42,,,,,,,,0,,,,,,30,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,1,56,5,5.0,0,0,1,1,0,0,,0,,,,,3,1.0,1.0
2014-09-08,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-08,conakry,131,0.44,1,,2,,,,,0,,,,,,531,,0,1809,,585,,,,,,,,,,,,,5,0,,,,,,28,113.0,8,10,2297,57,47.0,8,2,13,0,396,4,,22,,,,899,246,0.0,0.0
2014-09-08,coyah,6,0.33,,,,,,,,0,,,,,,74,,0,0,,74,,,,,,,,,,,,,,,,,,,,0,5.0,0,1,74,2,2.0,0,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-08,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-08,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-08,dubreka,21,0.19,,,,,,,,0,,,,,,180,,0,0,,180,,,,,,,,,,,,,,,,,,,,4,21.0,0,0,180,4,4.0,0,0,0,0,0,0,,0,,,,,15,0.0,0.0
2014-09-08,forecariah,6,0.67,,,,,,,,0,,,,,,72,,0,35,,123,,,,,,,,,,,,,,,,,,,,0,6.0,0,0,123,4,4.0,0,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-08,gueckedou,343,0.84,17,,,,1,,1,0,,,,,,315,,0,3325,,318,,,,,,,,,,,,,28,0,,,,,,8,230.0,110,3,3643,289,179.0,110,0,6,1,774,4,,80,,,,1337,250,0.0,0.0
2014-09-08,kerouane,11,0.09,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,11.0,0,0,0,1,1.0,0,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-08,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,kissidougou,7,0.86,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-08,kouroussa,4,1.0,,,,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-08,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,macenta,237,0.6,32,8,,,4,,3,0,,,,,,602,,0,357,,783,,,,,,,,,,,,,0,0,,,,,,8,209.0,12,16,1078,142,128.0,12,2,6,12,32,0,,0,,,,0,118,0.0,0.0
2014-09-08,mzerekore,14,0.43,,2,,,,5,,0,,,,,,58,,0,146,,58,,,,,,,,,,,,,,,,,,,,1,13.0,1,0,204,6,5.0,1,0,1,2,0,0,,0,,,,,7,0.0,3.0
2014-09-08,pita,8,0.38,,,,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,140,3,2.0,1,0,0,0,0,0,,0,,,,,12,0.0,0.0
2014-09-08,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,8,0.0,0.0
2014-09-08,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-08,yomou,12,0.42,,1,,,,,,0,,,,,,30,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,1,56,5,5.0,0,0,1,1,0,0,,0,,,,,3,0.0,0.0
2014-09-09,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-09,conakry,130,0.44,1,1,,,,,,0,,,,,,531,,0,1809,,585,,,,,,,,,,,,,11,0,,,,,,28,113.0,8,9,2297,57,47.0,8,2,13,1,402,4,,22,,,,910,259,0.0,0.0
2014-09-09,coyah,6,0.33,,,,,,,,0,,,,,,82,,0,0,,82,,,,,,,,,,,,,,,,,,,,0,5.0,0,1,82,2,2.0,0,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-09,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-09,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-09,dubreka,21,0.19,,,,,,,,0,,,,,,180,,0,0,,180,,,,,,,,,,,,,,,,,,,,4,21.0,0,0,180,4,4.0,0,0,0,0,0,0,,0,,,,,17,0.0,0.0
2014-09-09,forecariah,6,0.67,,,,,,,,0,,,,,,123,,0,35,,123,,,,,,,,,,,,,,,,,,,,0,6.0,0,0,123,4,4.0,0,0,0,0,0,0,,0,,,,,9,0.0,0.0
2014-09-09,gueckedou,343,0.85,9,,,,,1,2,0,,,,,,279,,0,3365,,279,,,,,,,,,,,,,27,0,,,,,,8,230.0,110,3,3644,291,181.0,110,0,6,0,774,17,,70,,,,1364,252,2.0,0.0
2014-09-09,kerouane,18,0.06,,,,,7,,,0,,,,,,165,,0,0,,165,,,,,,,,,,,,,,,,,,,,0,11.0,0,7,165,1,1.0,0,0,0,7,0,0,,0,,,,,3,0.0,0.0
2014-09-09,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,kissidougou,7,0.86,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-09,kouroussa,4,1.0,,,,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-09,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,macenta,236,0.62,42,5,,,1,,4,0,,,,,,602,,0,357,,783,,,,,,,,,,,,,0,0,,,,,,8,213.0,12,11,1078,146,132.0,12,2,6,6,42,0,,0,,,,0,128,4.0,4.0
2014-09-09,mzerekore,15,0.53,,1,,,,,1,0,,,,,,53,,0,151,,53,,,,,,,,,,,,,,,,,,,,1,14.0,1,0,204,8,7.0,1,0,1,1,0,0,,0,,,,,9,2.0,1.0
2014-09-09,pita,8,0.38,,,,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,140,3,2.0,1,0,0,0,0,0,,0,,,,,13,0.0,0.0
2014-09-09,siguiri,7,0.43,,,,,1,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,1,141,3,3.0,0,0,0,1,13,0,,0,,,,,8,0.0,0.0
2014-09-09,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-09,yomou,11,0.45,,,,,,,,0,,,,,,30,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-11,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-11,conakry,135,0.42,2,2,2,,,14,,0,,,,,,574,,0,1812,,600,,,,,,,,,,,,,16,0,,,,,,31,117.0,8,10,2412,57,47.0,8,2,13,2,416,8,,23,,,,938,259,0.0,4.0
2014-09-11,coyah,6,0.33,,1,,,,5,,0,,,,,,90,,0,0,,97,,,,,,,,,,,,,,,,,,,,0,6.0,0,0,97,2,2.0,0,0,0,1,0,0,,0,,,,,1,0.0,1.0
2014-09-11,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-11,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
