date,region,cumulative (confirmed + probable + suspects),fatality rate for confirmed and probables,new admits to cte so far,new cases of confirmed,new cases of confirmed among health workers,new cases of probables,new cases of suspects,new contacts registered so far,new deaths registered,new deaths registered among health workers,new deaths registered today,new deaths registered today (confirmed),new deaths registered today (probables),new deaths registered today (suspects),number of confirmed cases among health workers,number of contacts followed today,number of contacts followed yesterday,number of contacts lost to follow up,number of contacts out of the track 21 days,number of contacts out of track,number of contacts to follow today,number of death of confirmed cases among health workers,number of deaths of confirmed cases among health workers,number of deaths of probables cases among health workers,number of female confirmed cases,number of female probables cases,number of female suspects cases,number of male confirmed cases,number of male probables cases,number of male suspects cases,number of patients tested,number of probables cases among health workers,number of samples collected,number of samples collected today,number of samples under test,number of suspects cases among health workers,total pec center today,total pec center today (confirmed),total pec center today (probables),total pec center today (suspects),total case of confirmed among health workers,total cases of confirmed,total cases of probables,total cases of suspects,total contacts registered from start date,total deaths (confirmed + probables + suspects),total deaths of confirmed,total deaths of probables,total deaths of suspects,total deaths registered among health workers,total new cases registered so far,total number of admissions to cte,total number of exits from cte,total number of female cases,total number of hospitalized cases in cte,total number of male cases,total of cured in confirmed cases in cte,total of deaths in confirmed cases in cte,total samples tested,total suspected non-class cases,$deaths,$new_cases
2014-09-11,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-11,dubreka,21,0.19,,,,,,,,0,,,,,,180,,0,0,,180,,,,,,,,,,,,,,,,,,,,4,21.0,0,0,180,4,4.0,0,0,0,0,0,0,,0,,,,,17,0.0,0.0
2014-09-11,forecariah,8,0.5,,,,,1,59,,0,,,,,,118,,0,0,,121,,,,,,,,,,,,,,,,,,,,0,7.0,0,1,121,4,4.0,0,0,0,1,0,0,,0,,,,,9,0.0,1.0
2014-09-11,gueckedou,347,0.84,1,1,,,4,43,,0,,,,,,292,,2,3410,,292,,,,,,,,,,,,,31,0,,,,,,8,232.0,110,5,3702,292,182.0,110,0,6,5,774,6,,85,,,,1395,252,1.0,2.0
2014-09-11,kerouane,20,0.05,,,,,3,,,0,,,,,,165,,0,43,,208,,,,,,,,,,,,,,,,,,,,0,17.0,0,3,208,1,1.0,0,0,0,3,0,0,,0,,,,,3,0.0,6.0
2014-09-11,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,kissidougou,7,0.86,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,0,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-11,kouroussa,4,1.0,,,,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-11,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,macenta,256,0.58,,9,,,1,48,2,0,,,,,,555,,0,295,,831,,,,,,,,,,,,,0,0,,,,,,8,232.0,12,12,1126,148,134.0,12,2,6,10,0,0,,0,,,,0,128,2.0,19.0
2014-09-11,mzerekore,15,0.53,,,,,,3,,0,,,,,,52,,0,165,,52,,,,,,,,,,,,,,,,,,,,1,14.0,1,0,217,8,7.0,1,0,1,0,0,0,,0,,,,,9,0.0,0.0
2014-09-11,pita,8,0.38,,,,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,140,3,2.0,1,0,0,0,0,0,,0,,,,,13,0.0,0.0
2014-09-11,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,8,0.0,0.0
2014-09-11,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-11,yomou,11,0.45,,,,,,,,0,,,,,,30,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-14,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,20,0.0,0.0
2014-09-14,conakry,138,0.43,1,,,,,,,0,,,,,,597,,6,1870,,613,,,,,,,,,,,,,11,0,,,,,,33,120.0,8,10,2489,59,49.0,8,2,14,0,429,5,,15,,,,973,278,2.0,3.0
2014-09-14,coyah,8,0.5,,,,,,1,,0,,,,,,98,,1,17,,98,,,,,,,,,,,,,,,,,,,,1,7.0,0,1,116,4,4.0,0,0,0,0,0,0,,0,,,,,3,2.0,1.0
2014-09-14,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-14,dalaba,2,0.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,1.0,0,1,0,0,0.0,0,0,0,0,0,0,,0,,,,,0,0.0,1.0
2014-09-14,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-14,dubreka,21,0.19,,,,,,,,0,,,,,,172,,0,8,,172,,,,,,,,,,,,,,,,,,,,3,21.0,0,0,180,4,4.0,0,0,0,0,0,0,,0,,,,,19,0.0,0.0
2014-09-14,forecariah,9,0.56,,,,,,1,,0,,,,,,103,,1,18,,104,,,,,,,,,,,,,,,,,,,,0,8.0,0,1,123,5,5.0,0,0,0,0,0,0,,0,,,,,9,1.0,1.0
2014-09-14,gueckedou,350,0.83,5,1,,,,5,,0,,,,,,308,,2,3420,,316,,,,,,,,,,,,,37,0,,,,,,9,235.0,110,5,3738,292,182.0,110,0,6,1,811,5,,69,,,,1400,255,0.0,3.0
2014-09-14,kerouane,19,0.11,,,,,,,,0,,,,,,137,,0,71,,137,,,,,,,,,,,,,,,,,,,,0,19.0,0,0,208,2,2.0,0,0,0,0,0,0,,0,,,,,5,1.0,2.0
2014-09-14,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,kissidougou,8,0.75,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2.0,5,1,159,6,1.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-14,kouroussa,4,1.0,,,,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-14,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,macenta,267,0.58,,10,,,,,1,0,,,,,,555,,0,295,,831,,,,,,,,,,,,,0,0,,,,,,9,245.0,12,10,1126,156,142.0,12,2,7,10,0,0,,0,,,,0,130,8.0,13.0
2014-09-14,mzerekore,29,0.72,,3,,11,,20,,0,,,,,,72,,0,165,,93,,,,,,,,,,,,,,,,,,,,1,17.0,12,0,258,21,9.0,12,0,1,14,0,0,,0,,,,,9,2.0,3.0
2014-09-14,pita,9,0.33,,,,,,,,0,,,,,,25,,0,115,,25,,,,,,,,,,,,,,,,,,,,0,6.0,1,2,140,3,2.0,1,0,0,0,0,0,,0,,,,,17,0.0,0.0
2014-09-14,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,9,0.0,0.0
2014-09-14,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-14,yomou,11,0.45,,,,,,,,0,,,,,,30,,5,16,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-16,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,20,0.0,0.0
2014-09-16,conakry,151,0.4,3,2,,,3,48,,0,,,,,,635,,0,2007,,638,,,,,,,,,,,,,13,0,,,,,,33,129.0,8,14,2645,61,51.0,8,2,14,5,452,9,,17,,,,1017,278,2.0,9.0
2014-09-16,coyah,7,0.57,,,,,,,,0,,,,,,80,,0,28,,88,,,,,,,,,,,,,,,,,,,,1,7.0,0,0,116,4,4.0,0,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-16,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-16,dalaba,2,0.0,,1,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,2.0,0,0,34,0,0.0,0,0,0,0,0,0,,0,,,,,0,0.0,1.0
2014-09-16,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-16,dubreka,22,0.18,,,,,1,,,0,,,,,,69,,0,272,,69,,,,,,,,,,,,,,,,,,,,3,21.0,0,1,341,4,4.0,0,0,0,1,0,0,,0,,,,,19,0.0,0.0
2014-09-16,forecariah,10,0.5,,,,,,5,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,9.0,0,1,145,5,5.0,0,0,0,0,0,0,,0,,,,,9,0.0,1.0
2014-09-16,gueckedou,350,0.84,0,,,,,,,0,,,,,,244,,6,3489,,254,,,,,,,,,,,,,12,0,,,,,,9,235.0,110,5,3749,293,182.0,110,1,6,0,842,15,,49,,,,1472,255,0.0,0.0
2014-09-16,kerouane,22,0.14,,,,,,,,0,,,,,,137,,0,71,,137,,,,,,,,,,,,,,,,,,,,0,22.0,0,0,208,3,3.0,0,0,0,0,0,0,,0,,,,,5,1.0,3.0
2014-09-16,kissidougou,8,0.88,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3.0,5,0,159,7,2.0,5,0,0,0,0,0,,0,,,,,7,1.0,1.0
2014-09-16,kouroussa,4,1.0,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-16,macenta,279,0.59,,3,,,,,3,0,,,,,,960,,0,295,,970,,,,,,,,,,,,,0,0,,,,,,9,258.0,12,9,1265,165,151.0,12,2,7,3,0,0,,0,,,,0,130,9.0,13.0
2014-09-16,nzerekore,28,0.71,,,,,,,,0,,,,,,98,,1,164,,99,,,,,,,,,,,,,,,,,,,,1,17.0,11,0,264,20,9.0,11,0,1,0,0,0,,0,,,,,9,4.0,4.0
2014-09-16,pita,9,0.33,,,,,,,,0,,,,,,25,,0,115,,25,,,,,,,,,,,,,,,,,,,,0,6.0,1,2,140,3,2.0,1,0,0,0,0,0,,0,,,,,17,0.0,0.0
2014-09-16,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,9,0.0,0.0
2014-09-16,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-16,yomou,11,0.45,,,,,,,,0,,,,,,30,,0,21,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-17,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,20,0.0,0.0
2014-09-17,conakry,151,0.4,3,2,,,3,48,,0,,,,,,635,,0,2007,,638,,,,,,,,,,,,,13,0,,,,,,33,129.0,8,14,2645,61,51.0,8,2,14,5,452,9,,17,,,,1017,278,0.0,0.0
2014-09-17,coyah,7,0.57,,,,,,,,0,,,,,,80,,0,28,,88,,,,,,,,,,,,,,,,,,,,1,7.0,0,0,116,4,4.0,0,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-17,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-17,dalaba,2,0.0,,1,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,2.0,0,0,34,0,0.0,0,0,0,1,0,0,,0,,,,,0,0.0,0.0
2014-09-17,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-17,dubreka,22,0.18,,,,,1,,,0,,,,,,69,,0,272,,69,,,,,,,,,,,,,,,,,,,,3,21.0,0,1,341,4,4.0,0,0,0,1,0,0,,0,,,,,19,0.0,0.0
2014-09-17,forecariah,10,0.5,,,,,,5,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,9.0,0,1,145,5,5.0,0,0,0,0,0,0,,0,,,,,9,0.0,0.0
2014-09-17,gueckedou,350,0.84,0,,,,,,,0,,,,,,244,,6,3489,,254,,,,,,,,,,,,,12,0,,,,,,9,235.0,110,5,3749,293,182.0,110,1,6,0,842,15,,49,,,,1472,255,0.0,0.0
2014-09-17,kerouane,22,0.14,,,,,,,,0,,,,,,137,,0,71,,137,,,,,,,,,,,,,,,,,,,,0,22.0,0,0,208,3,3.0,0,0,0,0,0,0,,0,,,,,5,0.0,0.0
2014-09-17,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,kissidougou,8,0.88,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3.0,5,0,159,7,2.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-17,kouroussa,4,1.0,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-17,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,macenta,279,0.59,,3,,,,,3,0,,,,,,960,,0,295,,970,,,,,,,,,,,,,0,0,,,,,,9,258.0,12,9,1265,165,151.0,12,2,7,3,0,0,,0,,,,0,130,0.0,0.0
2014-09-17,mzerekore,28,0.71,,,,,,,,0,,,,,,98,,1,164,,99,,,,,,,,,,,,,,,,,,,,1,17.0,11,0,264,20,9.0,11,0,1,0,0,0,,0,,,,,9,0.0,0.0
2014-09-17,pita,9,0.33,,,,,,,,0,,,,,,25,,0,115,,25,,,,,,,,,,,,,,,,,,,,0,6.0,1,2,140,3,2.0,1,0,0,0,0,0,,0,,,,,17,0.0,0.0
2014-09-17,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,9,0.0,0.0
2014-09-17,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-17,yomou,11,0.45,,,,,,,,0,,,,,,30,,0,21,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-19,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,20,0.0,0.0
2014-09-19,conakry,147,0.46,4,1,,,2,110,,0,,,,,,681,,0,2144,,711,,,,,,,,,,,,,12,0,,,,,,38,131.0,8,8,2855,68,58.0,8,2,18,3,452,2,,19,,,,1033,299,7.0,2.0
2014-09-19,coyah,7,0.71,,,,,,,,0,,,,,,80,,0,28,,88,,,,,,,,,,,,,,,,,,,,1,7.0,0,0,116,5,5.0,0,0,0,0,0,0,,0,,,,,4,1.0,0.0
2014-09-19,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-19,dalaba,2,0.0,,,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,2.0,0,0,34,0,0.0,0,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-19,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-19,dubreka,22,0.32,,,,,,,,0,,,,,,69,,0,272,,69,,,,,,,,,,,,,,,,,,,,3,21.0,0,1,341,7,7.0,0,0,1,0,0,0,,0,,,,,19,3.0,0.0
2014-09-19,forecariah,10,0.7,,,,,,,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,9.0,0,1,145,7,7.0,0,0,0,0,0,0,,0,,,,,12,2.0,0.0
2014-09-19,gueckedou,352,0.84,1,,,1,1,,,0,,,,,,236,,0,3504,,246,,,,,,,,,,,,,12,0,,,,,,9,236.0,111,5,3750,295,183.0,111,1,6,2,842,15,,35,,,,1472,259,1.0,1.0
2014-09-19,kerouane,22,0.18,,,,,,,1,0,,,,,,137,,0,71,,137,,,,,,,,,,,,,,,,,,,,0,22.0,0,0,208,4,4.0,0,0,0,0,0,0,,0,,,,,9,1.0,0.0
2014-09-19,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,kissidougou,8,0.88,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3.0,5,0,159,7,2.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-19,kouroussa,4,1.0,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,2,0.0,0.0
2014-09-19,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,macenta,292,0.59,3,11,,,,72,4,0,,,,,,817,,0,539,,818,,,,,,,,,,,,,0,0,,,,,,9,272.0,12,8,1357,171,157.0,12,2,7,11,31,0,,28,,,,0,144,6.0,14.0
2014-09-19,mzerekore,28,0.71,,,,,,,,0,,,,,,98,,1,162,,99,,,,,,,,,,,,,,,,,,,,1,17.0,11,0,262,20,9.0,11,0,1,0,0,0,,0,,,,,10,0.0,0.0
2014-09-19,pita,8,0.38,,,,,,,,0,,,,,,25,,0,115,,25,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,140,3,2.0,1,0,0,0,0,0,,0,,,,,18,0.0,0.0
2014-09-19,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,9,0.0,0.0
2014-09-19,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-19,yomou,11,0.45,,,,,,,,0,,,,,,30,,0,21,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-21,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-21,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,20,0.0,0.0
2014-09-21,conakry,151,0.45,4,,,,,,,0,,,,,,677,,0,2172,,796,,,,,,,,,,,,,8,0,,,,,,38,133.0,8,10,2968,68,58.0,8,2,18,0,482,5,,21,,,,1053,299,0.0,2.0
2014-09-21,coyah,7,0.71,,,,,,,,0,,,,,,98,,1,17,,98,,,,,,,,,,,,,,,,,,,,1,7.0,0,0,116,5,5.0,0,0,0,0,0,0,,0,,,,,4,0.0,0.0
2014-09-21,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-21,dalaba,2,0.0,,,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,2.0,0,0,34,0,0.0,0,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-21,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-21,dubreka,21,0.33,,,,,,,,0,,,,,,49,,0,292,,49,,,,,,,,,,,,,,,,,,,,3,21.0,0,0,341,7,7.0,0,0,1,0,0,0,,0,,,,,19,0.0,0.0
2014-09-21,forecariah,10,0.7,,,,,,,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,9.0,0,1,145,7,7.0,0,0,0,0,0,0,,0,,,,,12,0.0,0.0
2014-09-21,gueckedou,354,0.83,8,,,,1,14,,0,,,,,,194,,0,3564,,200,,,,,,,,,,,,,20,0,,,,,,9,237.0,111,6,3764,295,183.0,111,1,6,1,869,4,,48,,,,1543,259,0.0,1.0
2014-09-21,kerouane,22,0.23,,,,,,,,0,,,,,,144,,0,71,,144,,,,,,,,,,,,,,,,,,,,0,22.0,0,0,215,5,5.0,0,0,0,0,0,0,,0,,,,,9,1.0,0.0
2014-09-21,kindia,1.0,0.0,,1.0,,,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.0
2014-09-21,kissidougou,8,0.88,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3.0,5,0,159,7,2.0,5,0,0,0,0,0,,0,,,,,7,0.0,0.0
2014-09-21,kouroussa,4,1.0,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2.0,2,0,94,4,2.0,2,0,0,0,0,0,,0,,,,,2,0.0,0.0
2014-09-21,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-21,macenta,318,0.54,,14,,,,,,0,,,,,,855,,0,539,,831,,,,,,,,,,,,,0,0,,,,,,9,296.0,12,10,1370,172,158.0,12,2,7,14,0,0,,0,,,,0,144,1.0,24.0
2014-09-21,mzerekore,30,0.67,,2,1,2,,,,0,,,,,,83,,1,84,,84,,,,,,,,,,,,,,,,,,,,2,19.0,11,0,264,20,9.0,11,0,1,2,0,0,,0,,,,,10,0.0,2.0
2014-09-21,pita,8,0.38,,,,,,,,0,,,,,,25,,0,115,,25,,,,,,,,,,,,,,,,,,,,0,6.0,1,1,140,3,2.0,1,0,0,0,0,0,,0,,,,,18,0.0,0.0
2014-09-21,siguiri,6,0.5,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6.0,0,0,141,3,3.0,0,0,0,0,13,0,,0,,,,,9,0.0,0.0
2014-09-21,telimele,26,0.38,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23.0,3,0,259,10,7.0,3,0,1,0,41,0,,0,,,,,18,0.0,0.0
2014-09-21,yomou,11,0.45,,,,,,,,0,,,,,,30,,2,21,,35,,,,,,,,,,,,,,,,,,,,1,11.0,0,0,56,5,5.0,0,0,1,0,0,0,,0,,,,,4,0.0,0.0
2014-09-22,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,boffa,24,0.67,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19.0,5,0,397,16,11.0,5,0,0,0,0,0,,0,,,,,20,0.0,0.0
2014-09-22,conakry,154,0.44,5,3,,,3,26,,0,,,,,,756,,0,2193,,801,,,,,,,,,,,,,13,0,,,,,,38,136.0,8,10,2994,68,58.0,8,2,18,6,482,5,,20,,,,1066,299,0.0,3.0
2014-09-22,coyah,9,0.56,,2,,,,,,0,,,,,,98,,1,17,,98,,,,,,,,,,,,,,,,,,,,1,9.0,0,0,116,5,5.0,0,0,0,2,0,0,,0,,,,,4,0.0,2.0
2014-09-22,dabola,4,1.0,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1.0,3,0,69,4,1.0,3,0,0,0,0,0,,0,,,,,3,0.0,0.0
2014-09-22,dalaba,2,0.0,,,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,2.0,0,0,34,0,0.0,0,0,0,0,0,0,,0,,,,,1,0.0,0.0
2014-09-22,dinguiraye,1,1.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,0,1,0.0,1,0,0,0,0,0,,0,,,,,0,0.0,0.0
2014-09-22,dubreka,21,0.33,,,,,,,,0,,,,,,49,,0,292,,49,,,,,,,,,,,,,,,,,,,,3,21.0,0,0,341,7,7.0,0,0,1,0,0,0,,0,,,,,19,0.0,0.0
2014-09-22,forecariah,10,0.7,,,,,,,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,9.0,0,1,145,7,7.0,0,0,0,0,0,0,,0,,,,,12,0.0,0.0
