date,region,cfr,contacts_followed,contacts_healthy,contacts_ill,contacts_not_seen,cum_completed_contacts,cum_confirmed,cum_contacts,cum_noncase,cum_probable,cum_suspected,death_confirmed,death_probable,death_suspected,etc_cum_admission,etc_cum_deaths,etc_cum_discharges,etc_currently_admitted,etc_new_admission,etc_new_deaths,etc_new_discharges,negative_corpse,new_completed_contacts,new_confirmed,new_contacts,new_negative,new_noncase,new_positive,new_probable,new_samples,new_suspected,pending,percent_seen,population,positive_corpse,repeat_samples,total_lab_samples,$deaths,$new_cases
2014-09-13,pujehun,10,138,137,1,0,195,10,333,4,0,1,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,335574,,,,1.0,0.0
2014-09-13,tonkolili,6.5,371,371,0,0,182,31,553,28,0,2,2,0,0,,,,,,,,,0,1,0,,2,,0,,0,,1.0,434937,,,,2.0,1.0
2014-09-13,western area rural,3.9,212,211,0,1,30,51,242,54,0,4,2,0,0,,,,,,,,,0,1,0,,8,,0,,0,,1.0,263619,,,,2.0,1.0
2014-09-13,western area urban,2.8,364,362,0,2,436,109,800,171,1,8,3,1,1,,,,,,,,,0,7,0,,10,,0,,0,,1.0,1040888,,,,3.0,7.0
2014-08-27,bo,42.9,177,177,0,0,245,35,422,74,1,0,15,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,654142,,,,15.0,0.0
2014-08-27,bombali,26.1,345,342,2,1,82,23,427,18,1,1,6,0,0,,,,,,,,,1,3,10,,1,,0,,0,,0.99,494139,,,,6.0,3.0
2014-08-27,bonthe,100.0,0.0,0.0,0.0,0.0,26.0,1.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,168729.0,,,,1.0,0.0
2014-08-27,kailahun,40.2,241,239,2,0,1017,448,1247,239,32,14,180,35,4,390,162,175,65,1,4,0,,10,8,25,,3,,0,,0,,1.0,465048,,,,180.0,8.0
2014-08-27,kambia,0.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,341690.0,,,,0.0,0.0
2014-08-27,kenema,47.3,404,398,1,5,1202,332,1659,392,0,7,157,0,4,294,180,69,-,-,-,-,,0,4,0,,0,,0,,2,,0.98,653013,,,,157.0,4.0
2014-08-27,koinadugu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,335471.0,,,,0.0,0.0
2014-08-27,kono,0.0,0.0,0.0,0.0,0.0,38.0,1.0,53.0,18.0,1.0,33.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,325003.0,,,,0.0,0.0
2014-08-27,moyamba,44.4,89,89,0,0,55,9,144,17,0,0,4,0,0,,,,,,,,,0,0,0,,1,,0,,0,,1.0,278119,,,,4.0,0.0
2014-08-27,port loko,3.5,603,600,0,3,88,57,691,17,1,2,2,1,1,,,,,,,,,3,0,0,,0,,0,,0,,0.98,557978,,,,2.0,0.0
2014-08-27,pujehun,14.3,76,58,0,18,70,7,146,2,0,0,1,0,0,,,,,,,,,18,0,19,,0,,0,,0,,0.76,335574,,,,1.0,0.0
2014-08-27,tonkolili,14.3,341,341,0,0,11,14,341,15,0,1,2,0,0,,,,,,,,,0,1,0,,2,,0,,0,,1.0,434937,,,,2.0,1.0
2014-08-27,western area rural,8.7,111,111,0,0,0,23,111,15,0,1,2,0,0,,,,,,,,,0,8,25,,2,,0,,1,,1.0,263619,,,,2.0,8.0
2014-08-27,western area urban,5.4,550,546,4,0,140,37,550,85,1,3,2,1,1,,,,,,,,,0,3,4,,0,,0,,0,,0.99,1040888,,,,2.0,3.0
2014-08-23,bo,6.1,159,156,1,2,191,33,350,72,1,0,2,0,0,,,,,,,,,0,0,2,,1,,0,,0,,0.99,654142,,,,2.0,0.0
2014-08-23,bombali,5.9,,,,,,17.0,,16.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,494139.0,,,,1.0,0.0
2014-08-23,bonthe,0.0,0.0,0.0,0.0,0.0,26.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,168729.0,,,,0.0,0.0
2014-08-23,kailahun,42.1,,,,,,428.0,,224.0,32.0,14.0,180.0,35.0,4.0,368.0,145.0,171.0,47.0,7.0,3.0,4.0,,,11.0,,,3.0,,0.0,,0.0,,,465048.0,,,,180.0,11.0
2014-08-23,kambia,0.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,341690.0,,,,0.0,0.0
2014-08-23,kenema,47.1,448,418,3,27,1180,308,1586,380,0,4,145,0,1,294,180,69,-,-,-,-,,64,5,22,,0,,0,,3,,1.0,653013,,,,145.0,5.0
2014-08-23,koinadugu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,335471.0,,,,0.0,0.0
2014-08-23,kono,0.0,0.0,0.0,0.0,0.0,38.0,1.0,53.0,17.0,1.0,33.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,325003.0,,,,0.0,0.0
2014-08-23,moyamba,44.4,15.0,0.0,0.0,0.0,17.0,9.0,132.0,15.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,278119.0,,,,4.0,0.0
2014-08-23,port loko,1.9,588,553,6,29,59,54,642,16,1,1,1,1,1,,,,,,,,,12,7,11,,2,,0,,1,,1.0,557978,,,,1.0,7.0
2014-08-23,pujehun,0,21,21,0,0,62,5,84,2,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,335574,,,,0.0,0.0
2014-08-23,tonkolili,0,202,201,1,0,11,10,213,12,0,0,1,0,0,,,,,,,,,0,0,194,,0,,0,,0,,1.0,434937,,,,1.0,0.0
2014-08-23,western area rural,0.0,,,,,,11.0,,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,263619.0,,,,0.0,0.0
2014-08-23,western area urban,7.7,,,,,,26.0,,78.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,1040888.0,,,,2.0,0.0
2014-10-31,bo,33.7,339,336,2,0,710,175,1079,200,1,68,59,43,8,141,35,61,,,,,0,0,0,0,,0,,0,,0,,0.99,654142,0,,,59.0,0.0
2014-10-31,bombali,24.9,944,932,8,4,1681,571,2625,352,6,81,142,19,22,,,,,,,,10,0,15,0,,21,,0,,5,,0.98,494139,4,,,142.0,15.0
2014-10-31,bonthe,50.0,20,20,0,0,105,2,125,2,0,3,1,1,1,,,,,,,,0,0,0,0,,0,,0,,0,,1.0,168729,0,,,1.0,0.0
2014-10-31,kailahun,40.8,587,587,0,0,1835,554,2422,307,32,18,226,35,4,936,247,227,44,12,0,3,0,0,3,4,,0,,0,,0,,1.0,465048,0,,,226.0,3.0
2014-10-31,kambia,28.2,375,369,6,0,385,39,565,22,0,4,11,9,6,,,,,,,,0,9,1,0,,0,,0,,0,,1.0,341690,0,,,11.0,1.0
2014-10-31,kenema,51.7,325,321,4,0,2676,493,3144,825,0,92,255,0,4,,,,,,,,8,0,2,19,,10,,0,,4,,0.99,653013,1,,,255.0,2.0
2014-10-31,koinadugu,46.7,106,102,2,2,0,15,106,42,32,9,7,32,0,,,,,,,,0,0,0,48,,0,,0,,0,,0.99,335471,0,,,7.0,0.0
2014-10-31,kono,47.4,306,301,5,0,308,38,614,85,1,58,18,19,2,,,,,,,,0,0,0,0,,0,,0,,0,,0.98,325003,0,,,18.0,0.0
2014-10-31,moyamba,34.4,229,229,0,0,798,96,1027,83,1,30,33,20,9,,,,,,,,0,0,0,0,,0,,0,,0,,1.0,278119,0,,,33.0,0.0
2014-10-31,port loko,13.8,5290,5247,18,25,860,557,6150,262,1,57,77,1,74,,,,,,,,3,0,22,168,,16,,0,,9,,0.98,557978,0,,,77.0,22.0
2014-10-31,pujehun,57.1,140,140,0,0,956,28,1103,12,0,10,16,2,3,,,,,,,,0,17,0,0,,0,,0,,0,,1.0,335574,0,,,16.0,0.0
2014-10-31,tonkolili,23.3,1717,1717,0,0,1007,210,2724,95,4,40,49,21,4,,,,,,,,2,0,2,13,,3,,0,,2,,1.0,434937,0,,,49.0,2.0
2014-10-31,western area rural,16.1,1345,974,6,371,1739,510,3084,421,0,46,82,2,12,,,,,,,,5,1,17,118,,9,,0,,5,,0.98,263619,3,,,82.0,17.0
2014-10-31,western area urban,14.5,2365,2254,14,111,2018,648,4383,858,1,80,94,4,8,,,,,,,,13,9,33,111,,23,,0,,4,,0.98,1040888,12,,,94.0,33.0
2014-08-29,bo,38.5,282,281,1,0,,39,581,75,1,1,15,0,0,,,,,,,,,16,4,14,,1,,0,,1,,1.0,654142,,,,15.0,4.0
2014-08-29,bombali,17.1,371,366,3,2,,35,465,19,1,1,6,0,0,,,,,,,,,12,0,14,,0,,0,,0,,0.99,494139,,,,6.0,0.0
2014-08-29,bonthe,100.0,6.0,6.0,0.0,0.0,,1.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,168729.0,,,,1.0,0.0
2014-08-29,kailahun,39.4,236,236,0,0,,457,1252,245,32,15,180,35,4,395,173,175,64,5,6,0,,0,4,0,,5,,0,,1,,1.0,465048,,,,180.0,4.0
2014-08-29,kambia,0,12,12,0,0,,1,12,3,0,0,0,0,0,,,,,,,,,0,0,0,,1,,0,,0,,1.0,341690,,,,0.0,0.0
2014-08-29,kenema,49.6,475,451,6,24,,339,1822,406,0,8,168,0,4,294,180,69,,,,,,44,3,62,,8,,0,,1,,0.96,653013,,,,168.0,3.0
2014-08-29,koinadugu,0.0,,,,,,0.0,,17.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,5.0,,,335471.0,,,,0.0,0.0
2014-08-29,kono,0.0,0.0,0.0,0.0,0.0,,1.0,52.0,18.0,1.0,33.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,325003.0,,,,0.0,0.0
2014-08-29,moyamba,44.4,87.0,87.0,0.0,0.0,,9.0,144.0,17.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,2.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,278119.0,,,,4.0,0.0
2014-08-29,port loko,3.2,744,744,0,0,,62,832,17,1,2,2,1,1,,,,,,,,,0,0,0,,0,,0,,0,,1.0,557978,,,,2.0,0.0
2014-08-29,pujehun,14.3,204,200,0,4,,7,208,3,0,0,1,0,0,,,,,,,,,4,0,62,,1,,0,,0,,0.98,335574,,,,1.0,0.0
2014-08-29,tonkolili,14.3,347,296,1,50,,14,352,15,0,1,2,0,0,,,,,,,,,0,0,0,,0,,0,,0,,0.85,434937,,,,2.0,0.0
2014-08-29,western area rural,8.0,114.0,114.0,3.0,0.0,,25.0,114.0,17.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,0.0,1.0,3.0,,2.0,,0.0,,0.0,,1.0,263619.0,,,,2.0,1.0
2014-08-29,western area urban,4.7,196,196,0,0,,43,553,89,1,3,2,1,1,,,,,,,,,0,3,3,,2,,0,,0,,1.0,1040888,,,,2.0,3.0
2014-09-11,bo,21.6,133,130,2,1,498,74,631,81,1,9,16,0,0,,,,,,,,,0,7,14,,0,,0,,2,,0.99,654142,,,,16.0,7.0
2014-09-11,bombali,8.2,400,390,9,1,182,73,582,24,1,1,6,0,0,,,,,,,,,6,0,15,,0,,0,,0,,0.99,494139,,,,6.0,0.0
2014-09-11,bonthe,100,57,57,0,0,27,1,84,1,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,168729,,,,1.0,0.0
2014-09-11,kailahun,36.4,147,147,0,0,1097,508,1422,257,32,18,185,35,4,457,220,229,69,16,3,8,,0,0,0,,1,,0,,0,,1.0,465048,,,,185.0,0.0
2014-09-11,kambia,33.3,86,85,1,0,12,3,98,4,0,0,1,0,0,,,,,,,,,0,1,30,,1,,0,,0,,1.0,341690,,,,1.0,1.0
2014-09-11,kenema,52.8,638,620,0,18,1821,396,2485,465,0,24,209,0,4,487,186,80,54,4,2,2,,0,1,2,,3,,0,,2,,0.97,653013,,,,209.0,1.0
2014-09-11,koinadugu,0.0,,,,,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,,0.0,0.0
2014-09-11,kono,0,77,71,5,0,80,15,157,23,1,39,2,0,1,,,,,,,,,0,1,0,,0,,0,,3,,1.0,325003,,,,2.0,1.0
2014-09-11,moyamba,35.3,55,51,4,0,149,17,206,24,0,3,6,0,0,,,,,,,,,0,3,0,,2,,0,,1,,1.0,278119,,,,6.0,3.0
2014-09-11,port loko,12.1,1313,1155,3,155,238,132,1551,33,1,5,16,1,1,,,,,,,,,9,13,37,,1,,0,,0,,0.88,557978,,,,16.0,13.0
2014-09-11,pujehun,10,138,138,0,0,195,10,333,4,0,1,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,335574,,,,1.0,0.0
2014-09-11,tonkolili,6.9,383,383,0,0,170,29,553,26,0,2,2,0,0,,,,,,,,,0,3,20,,5,,0,,1,,1.0,434937,,,,2.0,3.0
2014-09-11,western area rural,4.1,181,0,0,0,0,49,183,42,0,3,2,0,0,,,,,,,,,0,0,181,,0,,0,,0,,1.0,263619,,,,2.0,0.0
2014-09-11,western area urban,3.2,331,331,0,0,436,94,767,156,1,8,3,1,1,,,,,,,,,0,5,63,,3,,0,,1,,1.0,1040888,,,,3.0,5.0
2014-09-09,bo,24.6,136,132,1,3,456,65,592,81,1,7,16,0,0,,,,,,,,,0,0,0,,1,,0,,0,,0.98,654142,,,,16.0,0.0
2014-09-09,bombali,8.2,390,380,4,6,170,73,560,24,1,1,6,0,0,,,,,,,,,46,6,9,,0,,0,,2,,0.98,494139,,,,6.0,6.0
2014-09-09,bonthe,100,5,5,0,0,27,1,32,0,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,168729,,,,1.0,0.0
2014-09-09,kailahun,35.8,160,158,2,0,1097,508,1397,256,32,18,182,35,4,441,210,211,74,5,2,8,,4,0,6,,1,,0,,0,,1.0,465048,,,,182.0,0.0
2014-09-09,kambia,0,18,18,0,0,12,1,20,3,0,0,0,0,0,,,,,,,,,0,0,2,,0,,0,,0,,1.0,341690,,,,0.0,0.0
2014-09-09,kenema,50.5,621,614,2,7,1810,394,2421,451,0,21,199,0,4,588,183,73,51,0,1,1,,52,7,21,,7,,0,,1,,0.99,653013,,,,199.0,7.0
2014-09-09,koinadugu,0.0,,,,,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,,0.0,0.0
2014-09-09,kono,0,76,69,7,0,80,14,157,23,1,36,2,0,1,,,,,,,,,42,2,0,,0,,0,,3,,1.0,325003,,,,2.0,2.0
2014-09-09,moyamba,42.9,67,61,6,0,137,14,206,22,0,2,6,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,278119,,,,6.0,0.0
2014-09-09,port loko,15.2,1234,1155,13,68,183,105,1417,31,1,5,16,1,1,,,,,,,,,19,4,69,,1,,0,,0,,1.0,557978,,,,16.0,4.0
2014-09-09,pujehun,10,178,178,0,0,154,10,333,4,0,1,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,335574,,,,1.0,0.0
2014-09-09,tonkolili,8,380,380,0,0,153,25,533,21,0,1,2,0,0,,,,,,,,,0,4,0,,1,,0,,0,,1.0,434937,,,,2.0,4.0
2014-09-09,western area rural,4.3,183,181,2,0,0,46,183,39,0,2,2,0,0,,,,,,,,,0,4,7,,3,,0,,0,,1.0,263619,,,,2.0,4.0
2014-09-09,western area urban,3.5,318,318,0,0,436,85,754,148,1,6,3,1,1,,,,,,,,,0,9,12,,9,,0,,0,,1.0,1040888,,,,3.0,9.0
2014-08-14,bo,8.7,189,162,2,27,69,23,258,59,1,1,2,0,0,,,,,,,,,2,0,22,,0,,0,,0,,0.86,"654,142",,,,2.0,0.0
2014-08-14,bombali,14.3,151,142,0,9,16,7,161,11,1,1,1,0,0,,,,,,,,,0,0,5,,1,,0,,0,,0.94,"494,139",,,,1.0,0.0
2014-08-14,bonthe,0,0,0,0,0,26,1,26,0,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"168,729",,,,0.0,0.0
2014-08-14,kailahun,41.1,337,336,0,1,776,389,1063,206,32,0,160,32,2,348,111,141,41,2,4,1,,24,0,6,,0,,0,,0,,0.99,"465,048",,,,160.0,0.0
2014-08-14,kambia,0,13,13,0,0,0,1,13,1,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,"341,690",,,,0.0,0.0
2014-08-14,kenema,41.1,541,490,0,51,796,270,1439,299,2,1,111,0,1,271,157,60,39,3,3,0,,21,8,53,,18,,2,,0,,0.91,"653,013",,,,111.0,8.0
2014-08-14,koinadugu,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"335,471",,,,0.0,0.0
2014-08-14,kono,0,0,0,0,0,38,1,38,15,1,33,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,,"325,003",,,,0.0,0.0
2014-08-14,moyamba,50,79,79,0,0,0,6,79,12,0,0,3,0,0,,,,,,,,,0,1,6,,0,,0,,0,,1.0,"278,119",,,,3.0,1.0
2014-08-14,port loko,3.8,483,465,3,15,7,26,483,8,1,0,1,1,1,,,,,,,,,0,2,12,,1,,0,,0,,0.96,"557,978",,,,1.0,2.0
2014-08-14,pujehun,0,46,46,0,14,11,3,71,2,0,0,0,0,0,,,,,,,,,0,0,14,,0,,0,,0,,1.0,"335,574",,,,0.0,0.0
2014-08-14,tonkolili,0,8,8,0,0,11,2,19,10,0,0,0,0,0,,,,,,,,,11,0,0,,0,,0,,0,,1.0,"434,937",,,,0.0,0.0
2014-08-14,western area rural,0,36,36,0,0,0,3,36,7,0,0,0,0,0,,,,,,,,,0,2,10,,1,,0,,0,,1.0,"263,619",,,,0.0,2.0
2014-08-14,western area urban,13.3,385,385,2,0,102,15,487,63,1,1,2,1,1,,,,,,,,,0,0,51,,5,,0,,0,,0.99,"1,040,888",,,,2.0,0.0
2014-09-26,34 military hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,bo,19,44,44,0,0,661,84,705,88,1,18,16,0,0,,,,,,,,,0,1,0,,0,,0,,0,,1.0,654142,,,,16.0,1.0
2014-09-26,bombali,5.1,751,737,5,9,288,196,1039,89,1,6,10,0,0,,,,,,,,,0,16,18,,11,,0,,1,,0.98,494139,,,,10.0,16.0
2014-09-26,bonthe,100,57,57,0,0,32,1,89,1,0,2,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,168729,,,,1.0,0.0
2014-09-26,kailahun,39.7,167,167,0,0,1169,529,1606,280,32,18,210,35,4,676,225,126,56,6,3,1,,30,0,0,,0,,0,,0,,1.0,465048,,,,210.0,0.0
2014-09-26,kambia,8.3,160,160,0,0,12,12,162,5,0,1,1,0,0,,,,,,,,,0,0,60,,0,,0,,0,,1.0,341690,,,,1.0,0.0
2014-09-26,kenema,54,476,468,0,8,2317,426,2788,584,0,33,230,0,4,504,248,288,27,1,0,0,,34,3,4,,5,,0,,5,,0.98,653013,,,,230.0,3.0
2014-09-26,kenema (ifrc),,,,,,,,,,,,,,,31.0,11.0,4.0,16.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,
2014-09-26,koinadugu,0.0,,,,,,0.0,,26.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,,0.0,0.0
2014-09-26,kono,0,125,113,12,0,140,18,265,35,1,40,2,0,1,,,,,,,,,0,0,7,,0,,0,,0,,0.99,325003,,,,2.0,0.0
2014-09-26,moyamba,13,175,175,0,0,178,54,353,42,0,12,7,0,0,,,,,,,,,0,3,0,,4,,0,,3,,1.0,278119,,,,7.0,3.0
2014-09-26,police training school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,port loko,7.4,1933,1809,50,74,500,231,2433,91,1,10,17,1,1,,,,,,,,,0,0,82,,0,,0,,0,,0.98,557978,,,,17.0,0.0
2014-09-26,pujehun,6.3,169,169,0,0,240,16,409,4,0,1,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,335574,,,,1.0,0.0
2014-09-26,tonkolili,7.7,1159,1159,0,0,217,65,1376,40,0,4,5,0,0,,,,,,,,,20,0,0,,0,,0,,0,,1.0,434937,,,,5.0,0.0
2014-09-26,western area rural,3.4,271,270,1,0,129,117,400,112,0,9,4,0,0,,,,,,,,,15,0,0,,0,,0,,0,,1.0,263619,,,,4.0,0.0
2014-09-26,western area urban,4.6,435,435,0,0,604,195,989,298,1,14,9,1,1,,,,,,,,,4,0,0,,1,,0,,0,,1.0,1040888,,,,9.0,0.0
2014-12-13,bo,,,,,,,297.0,,,1.0,122.0,,,,,,,,,,,,,,,,,,,,,,,654142.0,,,,,
2014-12-13,bombali,,,,,,,907.0,,,6.0,120.0,,,,,,,,,,,,,,,,,,,,,,,494139.0,,,,,
2014-12-13,bonthe,,,,,,,4.0,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,168729.0,,,,,
2014-12-13,kailahun,,,,,,,565.0,,,32.0,18.0,,,,,,,,,,,,,,,,,,,,,,,465048.0,,,,,
2014-12-13,kambia,,,,,,,96.0,,,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,341690.0,,,,,
2014-12-13,kenema,,,,,,,495.0,,,0.0,125.0,,,,,,,,,,,,,,,,,,,,,,,653013.0,,,,,
2014-12-13,koinadugu,,,,,,,89.0,,,32.0,29.0,,,,,,,,,,,,,,,,,,,,,,,335471.0,,,,,
2014-12-13,kono,,,,,,,124.0,,,1.0,111.0,,,,,,,,,,,,,,,,,,,,,,,325003.0,,,,,
2014-12-13,moyamba,,,,,,,173.0,,,1.0,69.0,,,,,,,,,,,,,,,,,,,,,,,278119.0,,,,,
2014-12-13,port loko,,,,,,,998.0,,,1.0,264.0,,,,,,,,,,,,,,,,,,,,,,,557978.0,,,,,
2014-12-13,pujehun,,,,,,,31.0,,,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,335574.0,,,,,
2014-12-13,tonkolili,,,,,,,396.0,,,4.0,84.0,,,,,,,,,,,,,,,,,,,,,,,434937.0,,,,,
2014-12-13,western area rural,,,,,,,937.0,,,0.0,191.0,,,,,,,,,,,,,,,,,,,,,,,263619.0,,,,,
2014-12-13,western area urban,,,,,,,1526.0,,,1.0,370.0,,,,,,,,,,,,,,,,,,,,,,,1040888.0,,,,,
2014-09-17,bo,20.8,157,157,0,0,529,77,681,86,1,12,16,0,0,,,,,,,,,15,0,0,,1,,0,,0,,1.0,"654,142",,,,16.0,0.0
2014-09-17,bombali,4.9,518,497,13,8,247,122,765,39,1,6,6,0,0,,,,,,,,,12,9,54,,9,,0,,1,,0.99,"494,139",,,,6.0,9.0
2014-09-17,bonthe,100,57,57,0,0,32,1,89,1,0,1,1,0,0,,,,,,,,,0,0,7,,0,,0,,0,,1.0,"168,729",,,,1.0,0.0
2014-09-17,kailahun,37.6,166,166,0,0,1105,529,1422,280,32,18,199,35,4,476,240,260,34,7,0,11,,4,0,0,,0,,0,,0,,1.0,"465,048",,,,199.0,0.0
2014-09-17,kambia,25,97,97,0,0,12,4,97,5,0,0,1,0,0,,,,,,,,,0,1,0,,0,,0,,0,,1.0,"341,690",,,,1.0,1.0
2014-09-17,kenema,55.6,615,615,0,17,2020,412,2618,498,0,27,229,0,4,5,2,0,3,0,0,0,,44,2,0,,2,,0,,0,,0.99,"653,013",,,,229.0,2.0
2014-09-17,kenema (ifrc),,,,,,,,,,,,,,,556.0,200.0,104.0,37.0,10.0,4.0,14.0,,,,,,,,,,,,,,,,,,
2014-09-17,koinadugu,0,,,,,,0,,24,0,0,0,0,0,,,,,,,,,,0,,,0,,0,,0,,,"335,471",,,,0.0,0.0
2014-09-17,kono,0,114,110,3,0,80,15,193,26,1,39,2,0,1,,,,,,,,,0,0,1,,0,,0,,0,,1.0,"325,003",,,,2.0,0.0
2014-09-17,moyamba,25,55,55,0,0,149,24,206,37,0,4,6,0,0,,,,,,,,,0,7,0,,0,,0,,2,,1.0,"278,119",,,,6.0,7.0
2014-09-17,port loko,10,1530,1395,2,133,258,160,1788,51,1,4,16,1,1,,,,,,,,,0,5,43,,5,,0,,0,,0.86,"557,978",,,,16.0,5.0
2014-09-17,pujehun,10,108,108,0,0,228,10,333,4,0,1,1,0,0,,,,,,,,,20,0,0,,0,,0,,0,,1.0,"335,574",,,,1.0,0.0
2014-09-17,tonkolili,5.1,451,451,0,0,197,39,593,32,0,2,2,0,0,,,,,,,,,15,4,0,,2,,0,,0,,1.0,"434,937",,,,2.0,4.0
2014-09-17,western area rural,5.4,262,204,0,58,104,56,366,63,0,7,3,0,0,,,,,,,,,0,1,49,,1,,0,,0,,1.0,"263,619",,,,3.0,1.0
2014-09-17,western area urban,5.1,443,391,15,37,466,136,909,199,1,10,7,1,1,,,,,,,,,23,7,11,,10,,0,,2,,1.0,"1,040,888",,,,7.0,7.0
2014-09-03,bo,30.8,150,137,11,2,442,52,592,76,1,1,16,0,0,,,,,,,,,144,0,6,,0,,0,,0,,0.99,654142,,,,16.0,0.0
2014-09-03,bombali,13.6,398,391,4,3,108,44,506,20,1,1,6,0,0,,,,,,,,,0,0,9,,0,,0,,0,,0.99,494139,,,,6.0,0.0
2014-09-03,bonthe,100,6,6,0,0,0,1,1,0,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,1.0,168729,,,,1.0,0.0
2014-09-03,kailahun,36.6,170,169,0,1,1093,494,1379,254,32,16,181,35,4,420,194,190,89,5,4,0,,23,14,16,,4,,0,,0,,0.99,465048,,,,181.0,14.0
2014-09-03,kambia,0,0,0,0,0,12,1,12,3,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,0.0,341690,,,,0.0,0.0
2014-09-03,kenema,50.4,559,491,7,47,1630,367,2192,417,0,17,185,0,4,353,181,70,50,9,1,1,,3,2,21,,2,,0,,3,,0.89,653013,,,,185.0,2.0
2014-09-03,koinadugu,0.0,,,,,,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,,0.0,0.0
2014-09-03,kono,0,62,53,9,0,0,8,106,20,1,34,2,0,1,,,,,,,,,0,4,12,,1,,0,,0,,1.0,325003,,,,2.0,4.0
2014-09-03,moyamba,44.4,49,49,0,0,114,9,163,17,0,0,4,0,0,,,,,,,,,10,0,9,,0,,0,,0,,1.0,278119,,,,4.0,0.0
2014-09-03,port loko,2.6,935,892,2,41,88,76,1025,21,1,3,2,1,1,,,,,,,,,0,1,21,,0,,0,,0,,0.96,557978,,,,2.0,1.0
