country,date,region,$deaths,$new_cases,"case fatality rate (cfr) - 
 confirmed & probable cases",case fatality rate (cfr) - confirmed & probable cases,cfr,contacts lost to follow-up,contacts seen,"contacts who completed 21 day 
 follow-up",contacts who completed 21 day follow-up,contacts_followed,contacts_healthy,contacts_ill,contacts_not_seen,cum_completed_contacts,cum_confirmed,cum_contacts,cum_noncase,cum_probable,cum_suspected,cumulative (confirmed + probable + suspected),cumulative (confirmed + probable + suspects),cumulative admission/isolation,cumulative cases among hcw,cumulative cfr,"cumulative confirmed, probable and suspected cases",cumulative deaths among hcw,currently under follow-up,death_confirmed,death_probable,death_suspected,etc_cum_admission,etc_cum_deaths,etc_cum_discharges,etc_currently_admitted,etc_new_admission,etc_new_deaths,etc_new_discharges,fatality rate for confirmed and probables,negative_corpse,new admissions,new admits to cte so far,new case/s (confirmed),new case/s (probable),new case/s (suspected),new cases of confirmed,new cases of confirmed among health workers,new cases of probables,new cases of suspects,new contacts registered so far,new deaths registered,new deaths registered among health workers,new deaths registered today,new deaths registered today (confirmed),new deaths registered today (probables),new deaths registered today (suspects),new_completed_contacts,new_confirmed,new_contacts,new_negative,new_noncase,new_positive,new_probable,new_samples,new_suspected,newly reported cases in hcw,newly reported contacts,newly reported deaths,newly reported deaths in hcw,number of confirmed cases among health workers,number of contacts followed today,number of contacts followed yesterday,number of contacts lost to follow up,number of contacts out of the track 21 days,number of contacts out of track,number of contacts to follow today,number of death of confirmed cases among health workers,number of deaths of confirmed cases among health workers,number of deaths of probables cases among health workers,number of female confirmed cases,number of female probables cases,number of female suspects cases,number of male confirmed cases,number of male probables cases,number of male suspects cases,number of patients tested,number of probables cases among health workers,number of samples collected,number of samples collected today,number of samples under test,number of suspects cases among health workers,pending,percent_seen,population,positive_corpse,repeat_samples,specimens collected,specimens pending for testing,total case of confirmed among health workers,total case/s (confirmed),total case/s (probable),total case/s (suspected),total cases of confirmed,total cases of probables,total cases of suspects,total confirmed cases,total contacts listed,total contacts registered from start date,total death/s in confirmed cases,"total death/s in confirmed, 
 probable, suspected cases","total death/s in confirmed,  probable, suspected cases","total death/s in confirmed, probable, suspected cases",total death/s in probable cases,total death/s in suspected cases,total deaths (confirmed + probables + suspects),total deaths of confirmed,total deaths of probables,total deaths of suspects,total deaths registered among health workers,total discharges,total new cases registered so far,"total no. currently in treatment 
 units",total no. currently in treatment units,total number of admissions to cte,"total number of confirmed cases 
 of guinean nationality","total number of confirmed cases 
 of sierra leonean nationality",total number of confirmed cases of guinean nationality,total number of confirmed cases of sierra leonean nationality,total number of exits from cte,total number of female cases,total number of hospitalized cases in cte,total number of male cases,total of cured in confirmed cases in cte,total of deaths in confirmed cases in cte,total pec center today,total pec center today (confirmed),total pec center today (probables),total pec center today (suspects),total probable cases,total samples tested,total specimens tested,total suspected cases,total suspected non-class cases,total_lab_samples
lr,2014-08-25,lofa county,10.0,,,,,,415.0,,,,,,,,,,,,,,,61.0,19.0,,,16.0,415.0,,,,,,,,,,,,,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,682.0,,119.0,,,270.0,117.0,34.0,,,,,,29.0,,,61.0,,,,,11.0,,,,,,,,,,,306.0,,,63.0,,
lr,2014-08-25,margibi county,,,,,,,408.0,,,,,,,,,,,,,,,,29.0,,,18.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,27.0,409.0,,23.0,,,85.0,34.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,89.0,,
lr,2014-08-25,montserrado county,5.0,,,,,13.0,1126.0,,11.0,,,,,,,,,,,,,41.0,45.0,,,24.0,1247.0,,,,,,,,,,,,,1.0,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,79.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,44.0,2065.0,,81.0,,,278.0,108.0,89.0,,,,,,6.0,,,41.0,,,,1.0,,,,,,,,,,,,219.0,,,142.0,,
lr,2014-08-25,nimba county,4.0,,,,,,74.0,,,,,,,,,,,,,,,,2.0,,,,74.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,270.0,,22.0,,,54.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,14.0,,
lr,2014-08-25,river gee county,4.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,10.0,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
lr,2014-08-25,rivercess county,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-08-25,sinoe county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
lr,2014-10-20,bomi county,0.0,,,78.0,,0.0,0.0,,0.0,,,,,,,,,,,,95.0,,6.0,,,5.0,470.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,,,,,69.0,,,,,,,,0.0,,,0.0,,,,3.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,bong county,0.0,,,27.0,,0.0,0.0,,0.0,,,,,,,,,,,,481.0,,26.0,,,7.0,215.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,,,,,182.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,gbarpolu county,0.0,,,38.0,,1.0,0.0,,0.0,,,,,,,,,,,,10.0,,0.0,,,0.0,71.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,3.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,grand bassa,1.0,0.0,,32.0,,0.0,45.0,,0.0,,,,,,,,,,,,147.0,,3.0,,,1.0,45.0,,,,,,,,,,,,,4.0,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,,42.0,,,,,,,,0.0,,,9.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,grand cape mount,0.0,,,63.0,,22.0,0.0,,0.0,,,,,,,,,,,,41.0,,3.0,,,0.0,189.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,,,,,30.0,,,,,,,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
lr,2014-10-20,grand gedeh,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,3.0,,0.0,,,0.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,2.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,grand kru,0.0,0.0,,59.0,,0.0,0.0,,0.0,,,,,,,,,,,,41.0,,0.0,,,0.0,7.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,17.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,lofa county,1.0,1.0,,55.0,,0.0,328.0,,33.0,,,,,,,,,,,,818.0,,23.0,,,18.0,328.0,,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,,,,,465.0,,,,,,,,0.0,,,5.0,,,,0.0,11.0,,,,,,,,,,,,,,,,
lr,2014-10-20,margibi county,0.0,0.0,,47.0,,15.0,0.0,,0.0,,,,,,,,,,,,632.0,,58.0,,,27.0,1757.0,,,,,,,,,,,,,9.0,,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036.0,,,,,353.0,,,,,,,,1.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
lr,2014-10-20,maryland county,0.0,,,100.0,,0.0,0.0,,0.0,,,,,,,,,,,,8.0,,0.0,,,0.0,17.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,10.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,montserrado county,25.0,0.0,,92.0,,8.0,4292.0,,222.0,,,,,,,,,,,,2136.0,,96.0,,,34.0,4337.0,,,,,,,,,,,,,44.0,,0.0,13.0,20.0,,,,,,,,,,,,,,,,,,,,,0.0,305.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267.0,,,,,1407.0,,,,,,,,7.0,,,388.0,,,,1.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,nimba county,1.0,0.0,,50.0,,0.0,0.0,,0.0,,,,,,,,,,,,280.0,,10.0,,,8.0,488.0,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.0,,,,,138.0,,,,,,,,6.0,,,8.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,river gee county,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,19.0,,2.0,,,1.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,6.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,rivercess county,0.0,,,86.0,,0.0,0.0,,0.0,,,,,,,,,,,,10.0,,0.0,,,0.0,66.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,8.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-20,sinoe county,0.0,0.0,,15.0,,0.0,0.0,,0.0,,,,,,,,,,,,23.0,,1.0,,,0.0,97.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,5.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-06-17,bomi county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,bong county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,grand kru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,lofa county,0.0,0.0,,,,0.0,90.0,,11.0,,,,,,,,,,,,,10.0,0.0,,,0.0,95.0,,,,,,,,,,,,,2.0,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,,,,,8.0,95.0,,4.0,,,8.0,2.0,2.0,,,,,,0.0,,,10.0,,,,,1.0,,,,,,,,,,,2.0,,27.0,8.0,,
lr,2014-06-17,margibi county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,maryland county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,montserrado county,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,1.0,,,1.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,5.0,13.0,,4.0,,,8.0,4.0,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,5.0,,7.0,0.0,,
lr,2014-06-17,nimba county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,river gee county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,rivercess county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-06-17,sinoe county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,2014-10-18,bomi county,0.0,,,78.0,,0.0,0.0,,0.0,,,,,,,,,,,,95.0,,6.0,,,5.0,470.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,,,,,69.0,,,,,,,,0.0,,,0.0,,,,3.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,bong county,5.0,6.0,,27.0,,0.0,0.0,,0.0,,,,,,,,,,,,481.0,,26.0,,,7.0,263.0,,,,,,,,,,,,,28.0,,6.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,,,,,182.0,,,,,,,,18.0,,,24.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,gbarpolu county,0.0,,,38.0,,1.0,0.0,,0.0,,,,,,,,,,,,10.0,,0.0,,,0.0,71.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,3.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,grand bassa,0.0,,,32.0,,0.0,0.0,,0.0,,,,,,,,,,,,143.0,,3.0,,,1.0,295.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,,,,,41.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,grand cape mount,1.0,0.0,,64.0,,22.0,0.0,,0.0,,,,,,,,,,,,38.0,,3.0,,,0.0,142.0,,,,,,,,,,,,,0.0,,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,29.0,,,,,,,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
lr,2014-10-18,grand gedeh,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,3.0,,0.0,,,0.0,3.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,2.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,grand kru,0.0,,,59.0,,0.0,0.0,,0.0,,,,,,,,,,,,41.0,,0.0,,,0.0,7.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,17.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,lofa county,3.0,1.0,,55.0,,0.0,0.0,,0.0,,,,,,,,,,,,816.0,,23.0,,,18.0,350.0,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,,,,,464.0,,,,,,,,1.0,,,6.0,,,,0.0,11.0,,,,,,,,,,,,,,,,
lr,2014-10-18,margibi county,0.0,0.0,,49.0,,15.0,0.0,,0.0,,,,,,,,,,,,619.0,,58.0,,,27.0,1751.0,,,,,,,,,,,,,5.0,,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.0,,,,,353.0,,,,,,,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
lr,2014-10-18,maryland county,0.0,,,100.0,,0.0,0.0,,0.0,,,,,,,,,,,,8.0,,0.0,,,0.0,17.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,9.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,montserrado county,7.0,,,91.0,,24.0,4145.0,,97.0,,,,,,,,,,,,2073.0,,94.0,,,34.0,4208.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10947.0,,,,,1369.0,,,,,,,,24.0,,,301.0,,,,1.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,nimba county,0.0,0.0,,50.0,,0.0,488.0,,0.0,,,,,,,,,,,,279.0,,10.0,,,8.0,488.0,,,,,,,,,,,,,4.0,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,53.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.0,,,,,137.0,,,,,,,,6.0,,,12.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,river gee county,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,19.0,,2.0,,,1.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,6.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,rivercess county,0.0,,,86.0,,0.0,0.0,,0.0,,,,,,,,,,,,10.0,,0.0,,,0.0,66.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,8.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-18,sinoe county,0.0,,,17.0,,0.0,0.0,,0.0,,,,,,,,,,,,22.0,,1.0,,,0.0,34.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,5.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,bomi county,0.0,0.0,,78.0,,0.0,468.0,,216.0,,,,,,,,,,,,94.0,15.0,6.0,,,5.0,470.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,,,,,69.0,,,,,,,,0.0,,,15.0,,,,3.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,bong county,3.0,0.0,,28.0,,0.0,143.0,,18.0,,,,,,,,,,,,444.0,64.0,26.0,,,7.0,143.0,,,,,,,,,,,,,0.0,,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0,,,,,168.0,,,,,,,,0.0,,,16.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,gbarpolu county,0.0,,,50.0,,1.0,0.0,,0.0,,,,,,,,,,,,6.0,0.0,0.0,,,0.0,67.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,2.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,grand bassa,0.0,0.0,,32.0,,0.0,63.0,,0.0,,,,,,,,,,,,138.0,10.0,3.0,,,1.0,63.0,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,,,,,40.0,,,,,,,,0.0,,,6.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,grand cape mount,0.0,0.0,,71.0,,1.0,205.0,,22.0,,,,,,,,,,,,30.0,0.0,3.0,,,0.0,205.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,24.0,,,,,,,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
lr,2014-10-13,grand gedeh,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,3.0,0.0,0.0,,,0.0,20.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,2.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,grand kru,0.0,,,59.0,,0.0,0.0,,0.0,,,,,,,,,,,,26.0,0.0,0.0,,,0.0,7.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,17.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
lr,2014-10-13,lofa county,0.0,0.0,,54.0,,0.0,342.0,,0.0,,,,,,,,,,,,810.0,9.0,23.0,,,18.0,414.0,,,,,,,,,,,,,2.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,,,448.0,,,,,,,,2.0,,,9.0,,,,0.0,11.0,,,,,,,,,,,,,,,,
lr,2014-10-13,margibi county,0.0,0.0,,44.0,,15.0,1720.0,,0.0,,,,,,,,,,,,600.0,0.0,45.0,,,20.0,1720.0,,,,,,,,,,,,,0.0,,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973.0,,,,,268.0,,,,,,,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
lr,2014-10-13,maryland county,0.0,,,100.0,,0.0,0.0,,0.0,,,,,,,,,,,,8.0,0.0,0.0,,,0.0,17.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,9.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,
